oracle_depth,metric,bucket,count,fraction
deep,mutation_operator,guard_flip,12,0.06
deep,mutation_operator,guard_inter_class,12,0.06
deep,mutation_operator,guard_strengthen,12,0.06
deep,mutation_operator,guard_weaken,12,0.06
deep,mutation_operator,missing_transition,12,0.06
deep,mutation_operator,nondeterminism_intro,12,0.06
deep,mutation_operator,timed_selective_mutation,0,0.0
deep,mutation_operator,timeout_corruption,12,0.06
deep,mutation_operator,unreachable_state_intro,12,0.06
deep,mutation_operator,variable_intra_class,0,0.0
deep,mutation_operator,wrong_event,12,0.06
deep,mutation_operator,wrong_initial_state,12,0.06
deep,mutation_operator,wrong_source,12,0.06
deep,mutation_operator,wrong_target,8,0.04
deep,difficulty_category,easy,200,1.0
deep,oracle_state_coverage,1.0000,200,1.0
deep,oracle_transition_coverage,1.0000,200,1.0
deep,oracle_event_coverage,1.0000,200,1.0
deep,reference_bpr,1.00,200,1.0
deep,faulty_bpr,0.00,12,0.06
deep,faulty_bpr,0.21,1,0.005
deep,faulty_bpr,0.55,1,0.005
deep,faulty_bpr,0.77,6,0.03
deep,faulty_bpr,0.79,2,0.01
deep,faulty_bpr,0.91,3,0.015
deep,faulty_bpr,0.93,1,0.005
deep,faulty_bpr,0.95,5,0.025
deep,faulty_bpr,0.96,7,0.035
deep,faulty_bpr,0.97,2,0.01
deep,faulty_bpr,0.99,25,0.125
deep,faulty_bpr,1.00,135,0.675
deep,complexity_tier,large,50,0.25
deep,complexity_tier,medium,50,0.25
deep,complexity_tier,small,50,0.25
deep,complexity_tier,very_large,50,0.25
deep,mutation_detection_rate,action_corruption,0,0.0
deep,mutation_detection_rate,action_full_mutation,0,0.0
deep,mutation_detection_rate,dead_state_intro,0,0.0
deep,mutation_detection_rate,delay_corruption,0,0.0
deep,mutation_detection_rate,duplicate_transition,0,0.0
deep,mutation_detection_rate,guard_flip,12,1.0
deep,mutation_detection_rate,guard_inter_class,5,0.416667
deep,mutation_detection_rate,guard_strengthen,12,1.0
deep,mutation_detection_rate,guard_weaken,12,1.0
deep,mutation_detection_rate,missing_transition,12,1.0
deep,mutation_detection_rate,nondeterminism_intro,0,0.0
deep,mutation_detection_rate,timeout_corruption,0,0.0
deep,mutation_detection_rate,unreachable_state_intro,0,0.0
deep,mutation_detection_rate,wrong_event,12,1.0
deep,mutation_detection_rate,wrong_initial_state,12,1.0
deep,mutation_detection_rate,wrong_source,12,1.0
deep,mutation_detection_rate,wrong_target,8,1.0
